TIME	IMEI	IP	
1/8/2016 (14:44)	0	0.0.0.0	
1/8/2016 (14:47)	355922073862407	0.0.0.0	
1/8/2016 (14:49)	0	0.0.0.0	
1/8/2016 (14:50)	359785045232744	0.0.0.0	
1/8/2016 (14:53)	0	0.0.0.0	
1/8/2016 (14:54)	0	0.0.0.0	
1/8/2016 (14:55)	352746061628782	0.0.0.0	
1/8/2016 (14:57)	358194052120853	0.0.0.0	
1/8/2016 (14:57)	352888067770901	0.0.0.0	
1/8/2016 (14:58)	352830320173220	0.0.0.0	
1/8/2016 (14:59)	864509020081100	0.0.0.0	
1/8/2016 (15:0)	353516071206914	0.0.0.0	
1/8/2016 (15:2)	0	0.0.0.0	
1/8/2016 (15:2)	0	0.0.0.0	
1/8/2016 (15:3)	355990050955981	0.0.0.0	
1/8/2016 (15:4)	0	0.0.0.0	
1/8/2016 (15:6)	353771064835480	0.0.0.0	
1/8/2016 (15:8)	867371020875479	0.0.0.0	
1/8/2016 (15:9)	0	0.0.0.0	
1/8/2016 (15:12)	0	0.0.0.0	
1/8/2016 (15:14)	356400073588438	0.0.0.0	
1/8/2016 (15:15)	353143060722015	0.0.0.0	
1/8/2016 (15:16)	357108056202286	0.0.0.0	
1/8/2016 (15:17)	0	0.0.0.0	
1/8/2016 (15:20)	867562026527177	0.0.0.0	
1/8/2016 (15:21)	0	0.0.0.0	
1/8/2016 (15:25)	352149073995416	0.0.0.0	
1/8/2016 (15:27)	0	0.0.0.0	
1/8/2016 (15:31)	359342051608605	0.0.0.0	
1/8/2016 (15:32)	356396060179076	0.0.0.0	
1/8/2016 (15:32)	358114068641262	0.0.0.0	
1/8/2016 (15:32)	0	0.0.0.0	
1/8/2016 (15:33)	356866050790595	0.0.0.0	
1/8/2016 (15:34)	0	0.0.0.0	
1/8/2016 (15:35)	359465079407955	0.0.0.0	
1/8/2016 (15:35)	357559060676859	0.0.0.0	
1/8/2016 (15:36)	354738068487872	0.0.0.0	
1/8/2016 (15:36)	352144073281719	0.0.0.0	
1/8/2016 (15:42)	357392055655021	0.0.0.0	
1/8/2016 (15:44)	356217063502413	0.0.0.0	
1/8/2016 (15:45)	352205060415543	0.0.0.0	
1/8/2016 (15:47)	357392055655021	0.0.0.0	
1/8/2016 (15:47)	0	0.0.0.0	
1/8/2016 (15:48)	357700063510758	0.0.0.0	
1/8/2016 (15:50)	358916020865973	0.0.0.0	
1/8/2016 (15:51)	867805029630476	0.0.0.0	
1/8/2016 (15:53)	357099051204544	0.0.0.0	
1/8/2016 (15:54)	354666056093040	0.0.0.0	
1/8/2016 (15:55)	357453062372834	0.0.0.0	
1/8/2016 (15:55)	359919053180616	0.0.0.0	
1/8/2016 (15:56)	664482494574245	0.0.0.0	
1/8/2016 (15:57)	356529063593568	0.0.0.0	
1/8/2016 (15:57)	868694020199197	0.0.0.0	
1/8/2016 (15:59)	359703051439459	0.0.0.0	
1/8/2016 (15:59)	0	0.0.0.0	
1/8/2016 (16:0)	0	0.0.0.0	
1/8/2016 (16:1)	0	0.0.0.0	
1/8/2016 (16:2)	358099050105220	0.0.0.0	
1/8/2016 (16:2)	351825051143969	0.0.0.0	
1/8/2016 (16:6)	867028025756092	0.0.0.0	
1/8/2016 (16:6)	358099057055170	0.0.0.0	
1/8/2016 (16:6)	356021011856982	0.0.0.0	
1/8/2016 (16:6)	357932069705609	0.0.0.0	
1/8/2016 (16:7)	865770023199104	0.0.0.0	
1/8/2016 (16:8)	359222064127068	0.0.0.0	
1/8/2016 (16:8)	359701055684443	0.0.0.0	
1/8/2016 (16:9)	357258064542361	0.0.0.0	
1/8/2016 (16:9)	355271060877691	0.0.0.0	
1/8/2016 (16:11)	0	0.0.0.0	
1/8/2016 (16:11)	0	0.0.0.0	
1/8/2016 (16:12)	355215061106485	0.0.0.0	
1/8/2016 (16:17)	0	0.0.0.0	
1/8/2016 (16:17)	359038050070728	0.0.0.0	
1/8/2016 (16:18)	354921078075982	0.0.0.0	
1/8/2016 (16:18)	356758065593827	0.0.0.0	
1/8/2016 (16:22)	0	0.0.0.0	
1/8/2016 (16:24)	357700060512864	0.0.0.0	
1/8/2016 (16:24)	0	0.0.0.0	
1/8/2016 (16:24)	355501069968632	0.0.0.0	
1/8/2016 (16:25)	357700060939893	0.0.0.0	
1/8/2016 (16:26)	357700064081536	0.0.0.0	
1/8/2016 (16:29)	0	0.0.0.0	
1/8/2016 (16:29)	354516056018952	0.0.0.0	
1/8/2016 (16:30)	0	0.0.0.0	
1/8/2016 (16:32)	355084065426145	0.0.0.0	
1/8/2016 (16:37)	0	0.0.0.0	
1/8/2016 (16:38)	0	0.0.0.0	
1/8/2016 (16:38)	0	0.0.0.0	
1/8/2016 (16:40)	0	0.0.0.0	
1/8/2016 (16:42)	0	0.0.0.0	
1/8/2016 (16:43)	355251057620387	0.0.0.0	
1/8/2016 (16:46)	0	0.0.0.0	
1/8/2016 (16:47)	861074033841878	0.0.0.0	
1/8/2016 (16:49)	100003330766	0.0.0.0	
1/8/2016 (16:52)	353571060422972	0.0.0.0	
1/8/2016 (16:53)	359761072082476	0.0.0.0	
1/8/2016 (16:54)	0	0.0.0.0	
1/8/2016 (16:56)	0	0.0.0.0	
1/8/2016 (16:59)	356412070506479	0.0.0.0	
1/8/2016 (17:1)	356825011359536	0.0.0.0	
1/8/2016 (17:1)	359888061246661	0.0.0.0	
1/8/2016 (17:2)	0	0.0.0.0	
1/8/2016 (17:3)	353353062688003	0.0.0.0	
1/8/2016 (17:4)	352278070728296	0.0.0.0	
1/8/2016 (17:7)	0	0.0.0.0	
1/8/2016 (17:9)	353230077921324	0.0.0.0	
1/8/2016 (17:10)	0	0.0.0.0	
1/8/2016 (17:12)	861074030788155	0.0.0.0	
1/8/2016 (17:12)	0	0.0.0.0	
1/8/2016 (17:13)	357533051949997	0.0.0.0	
1/8/2016 (17:16)	0	0.0.0.0	
1/8/2016 (17:16)	355342067348596	0.0.0.0	
1/8/2016 (17:19)	355600068881760	0.0.0.0	
1/8/2016 (17:21)	0	0.0.0.0	
1/8/2016 (17:24)	355025063763070	0.0.0.0	
1/8/2016 (17:25)	355308062785900	0.0.0.0	
1/8/2016 (17:27)	354137065069546	0.0.0.0	
1/8/2016 (17:29)	0	0.0.0.0	
1/8/2016 (17:31)	358414063387360	0.0.0.0	
1/8/2016 (17:32)	353798071871703	0.0.0.0	
1/8/2016 (17:34)	357595063957912	0.0.0.0	
1/8/2016 (17:38)	352569071400228	0.0.0.0	
1/8/2016 (17:39)	0	0.0.0.0	
1/8/2016 (17:39)	358771060695057	0.0.0.0	
1/8/2016 (17:39)	0	0.0.0.0	
1/8/2016 (17:40)	0	0.0.0.0	
1/8/2016 (17:41)	359656066522943	0.0.0.0	
1/8/2016 (17:42)	865022029265897	0.0.0.0	
1/8/2016 (17:45)	0	0.0.0.0	
1/8/2016 (17:47)	358208056610543	0.0.0.0	
1/8/2016 (17:49)	0	0.0.0.0	
1/8/2016 (17:49)	356318060843410	0.0.0.0	
1/8/2016 (17:50)	356741058159673	0.0.0.0	
1/8/2016 (17:51)	0	0.0.0.0	
1/8/2016 (17:53)	0	0.0.0.0	
1/8/2016 (17:55)	0	0.0.0.0	
1/8/2016 (17:55)	0	0.0.0.0	
1/8/2016 (17:57)	358467066994608	0.0.0.0	
1/8/2016 (17:57)	359707067101045	0.0.0.0	
1/8/2016 (17:59)	0	0.0.0.0	
1/8/2016 (18:0)	0	0.0.0.0	
1/8/2016 (18:1)	355245060212208	0.0.0.0	
1/8/2016 (18:1)	0	0.0.0.0	
1/8/2016 (18:2)	0	0.0.0.0	
1/8/2016 (18:2)	356801072281166	0.0.0.0	
1/8/2016 (18:4)	0	0.0.0.0	
1/8/2016 (18:4)	0	0.0.0.0	
1/8/2016 (18:7)	0	0.0.0.0	
1/8/2016 (18:7)	357002075579297	0.0.0.0	
1/8/2016 (18:7)	356819060064402	0.0.0.0	
1/8/2016 (18:8)	352144073669194	0.0.0.0	
1/8/2016 (18:9)	357874066760593	0.0.0.0	
1/8/2016 (18:9)	357600060465180	0.0.0.0	
1/8/2016 (18:12)	359143061581083	0.0.0.0	
1/8/2016 (18:13)	0	0.0.0.0	
1/8/2016 (18:13)	0	0.0.0.0	
1/8/2016 (18:16)	358936061865336	0.0.0.0	
1/8/2016 (18:16)	0	0.0.0.0	
1/8/2016 (18:19)	0	0.0.0.0	
1/8/2016 (18:20)	356756063179052	0.0.0.0	
1/8/2016 (18:20)	353516079421952	0.0.0.0	
1/8/2016 (18:21)	359785042021116	0.0.0.0	
1/8/2016 (18:23)	359861055181459	0.0.0.0	
1/8/2016 (18:23)	354623061563897	0.0.0.0	
1/8/2016 (18:26)	0	0.0.0.0	
1/8/2016 (18:28)	10000311243	0.0.0.0	
1/8/2016 (18:29)	0	0.0.0.0	
1/8/2016 (18:31)	354326078331775	0.0.0.0	
1/8/2016 (18:31)	354599060775676	0.0.0.0	
1/8/2016 (18:32)	0	0.0.0.0	
1/8/2016 (18:32)	0	0.0.0.0	
1/8/2016 (18:32)	0	0.0.0.0	
1/8/2016 (18:33)	356535055875848	0.0.0.0	
1/8/2016 (18:34)	357099052813608	0.0.0.0	
1/8/2016 (18:35)	351549060336667	0.0.0.0	
1/8/2016 (18:38)	864179024690551	0.0.0.0	
1/8/2016 (18:38)	355271060354246	0.0.0.0	
1/8/2016 (18:38)	0	0.0.0.0	
1/8/2016 (18:38)	0	0.0.0.0	
1/8/2016 (18:40)	352315052204936	0.0.0.0	
1/8/2016 (18:40)	0	0.0.0.0	
1/8/2016 (18:41)	865291020978986	0.0.0.0	
1/8/2016 (18:42)	864324028039609	0.0.0.0	
1/8/2016 (18:43)	352945052268018	0.0.0.0	
1/8/2016 (18:45)	354340054254059	0.0.0.0	
1/8/2016 (18:49)	356400075721524	0.0.0.0	
1/8/2016 (18:52)	0	0.0.0.0	
1/8/2016 (18:53)	353182070077861	0.0.0.0	
1/8/2016 (18:53)	0	0.0.0.0	
1/8/2016 (18:56)	865987020458230	0.0.0.0	
1/8/2016 (18:58)	351737051199695	0.0.0.0	
1/8/2016 (18:58)	354028070327666	0.0.0.0	
1/8/2016 (19:2)	359620041478217	0.0.0.0	
1/8/2016 (19:2)	353230072970656	0.0.0.0	
1/8/2016 (19:4)	0	0.0.0.0	
1/8/2016 (19:7)	100003127	0.0.0.0	
1/8/2016 (19:10)	355609060610390	0.0.0.0	
1/8/2016 (19:13)	0	0.0.0.0	
1/8/2016 (19:14)	0	0.0.0.0	
1/8/2016 (19:14)	0	0.0.0.0	
1/8/2016 (19:14)	0	0.0.0.0	
1/8/2016 (19:15)	357700063992840	0.0.0.0	
1/8/2016 (19:18)	12590006376848	0.0.0.0	
1/8/2016 (19:24)	0	0.0.0.0	
1/8/2016 (19:26)	353263068260949	0.0.0.0	
1/8/2016 (19:27)	354028071688157	0.0.0.0	
1/8/2016 (19:27)	351651062058388	0.0.0.0	
1/8/2016 (19:29)	351651065163227	0.0.0.0	
1/8/2016 (19:30)	354738067326378	0.0.0.0	
1/8/2016 (19:30)	868087027988656	0.0.0.0	
1/8/2016 (19:32)	0	0.0.0.0	
1/8/2016 (19:33)	352957072669448	0.0.0.0	
1/8/2016 (19:33)	356293066222580	0.0.0.0	
1/8/2016 (19:34)	865670021481233	0.0.0.0	
1/8/2016 (19:35)	0	0.0.0.0	
1/8/2016 (19:36)	0	0.0.0.0	
1/8/2016 (19:40)	354882050828600	0.0.0.0	
1/8/2016 (19:40)	0	0.0.0.0	
1/8/2016 (19:43)	352375061217477	0.0.0.0	
1/8/2016 (19:44)	358302056807025	0.0.0.0	
1/8/2016 (19:45)	0	0.0.0.0	
1/8/2016 (19:46)	357700066113774	0.0.0.0	
1/8/2016 (19:46)	355831051839552	0.0.0.0	
1/8/2016 (19:47)	0	0.0.0.0	
1/8/2016 (19:49)	0	0.0.0.0	
1/8/2016 (19:50)	0	0.0.0.0	
1/8/2016 (19:53)	356446060349920	0.0.0.0	
1/8/2016 (19:53)	357093070158351	0.0.0.0	
1/8/2016 (19:53)	352967060119611	0.0.0.0	
1/8/2016 (19:56)	355308060201306	0.0.0.0	
1/8/2016 (19:56)	864694023562288	0.0.0.0	
1/8/2016 (19:57)	867564020092414	0.0.0.0	
1/8/2016 (19:57)	0	0.0.0.0	
1/8/2016 (19:59)	358932040013064	0.0.0.0	
1/8/2016 (19:59)	10000454070	0.0.0.0	
1/8/2016 (20:2)	356879068853750	0.0.0.0	
1/8/2016 (20:3)	351737051199695	0.0.0.0	
1/8/2016 (20:5)	866043027484875	0.0.0.0	
1/8/2016 (20:6)	358187056445441	0.0.0.0	
1/8/2016 (20:7)	0	0.0.0.0	
1/8/2016 (20:10)	0	0.0.0.0	
1/8/2016 (20:11)	0	0.0.0.0	
1/8/2016 (20:13)	352690061864965	0.0.0.0	
1/8/2016 (20:14)	0	0.0.0.0	
1/8/2016 (20:14)	354510054451463	0.0.0.0	
1/8/2016 (20:14)	358546061242780	0.0.0.0	
1/8/2016 (20:14)	355952060468751	0.0.0.0	
1/8/2016 (20:15)	10000416616	0.0.0.0	
1/8/2016 (20:17)	0	0.0.0.0	
1/8/2016 (20:18)	0	0.0.0.0	
1/8/2016 (20:19)	0	0.0.0.0	
1/8/2016 (20:19)	0	0.0.0.0	
1/8/2016 (20:19)	356801072449466	0.0.0.0	
1/8/2016 (20:20)	0	0.0.0.0	
1/8/2016 (20:21)	357909060745651	0.0.0.0	
1/8/2016 (20:23)	354418071842344	0.0.0.0	
1/8/2016 (20:26)	356759042751561	0.0.0.0	
1/8/2016 (20:29)	0	0.0.0.0	
1/8/2016 (20:33)	356899067442231	0.0.0.0	
1/8/2016 (20:37)	351706072663484	0.0.0.0	
1/8/2016 (20:38)	356753067389985	0.0.0.0	
1/8/2016 (20:39)	354832055648727	0.0.0.0	
1/8/2016 (20:39)	869073024954759	0.0.0.0	
1/8/2016 (20:39)	352910061448407	0.0.0.0	
1/8/2016 (20:40)	357379052969059	0.0.0.0	
1/8/2016 (20:44)	359884065789756	0.0.0.0	
1/8/2016 (20:45)	355762058243011	0.0.0.0	
1/8/2016 (20:49)	0	0.0.0.0	
1/8/2016 (20:50)	0	0.0.0.0	
1/8/2016 (20:50)	359465071502852	0.0.0.0	
1/8/2016 (20:54)	0	0.0.0.0	
1/8/2016 (20:57)	0	0.0.0.0	
1/8/2016 (20:57)	352746061628782	0.0.0.0	
1/8/2016 (20:58)	0	0.0.0.0	
1/8/2016 (21:1)	352888067770901	0.0.0.0	
1/8/2016 (21:1)	353516071206914	0.0.0.0	
1/8/2016 (21:2)	352830320173220	0.0.0.0	
1/8/2016 (21:3)	0	0.0.0.0	
1/8/2016 (21:4)	355797061086049	0.0.0.0	
1/8/2016 (21:5)	356801070890943	0.0.0.0	
1/8/2016 (21:5)	352323063294672	0.0.0.0	
1/8/2016 (21:6)	353769070797629	0.0.0.0	
1/8/2016 (21:7)	869102025121363	0.0.0.0	
1/8/2016 (21:8)	0	0.0.0.0	
1/8/2016 (21:8)	354921074631986	0.0.0.0	
1/8/2016 (21:13)	353922051869236	0.0.0.0	
1/8/2016 (21:13)	355797061086049	0.0.0.0	
1/8/2016 (21:13)	359443051641024	0.0.0.0	
1/8/2016 (21:14)	0	0.0.0.0	
1/8/2016 (21:15)	353771064835480	0.0.0.0	
1/8/2016 (21:18)	100003872	0.0.0.0	
1/8/2016 (21:19)	355240076059289	0.0.0.0	
1/8/2016 (21:21)	353143060722015	0.0.0.0	
1/8/2016 (21:21)	0	0.0.0.0	
1/8/2016 (21:22)	355953062973418	0.0.0.0	
1/8/2016 (21:25)	0	0.0.0.0	
1/8/2016 (21:26)	352465078181525	0.0.0.0	
1/8/2016 (21:26)	352149073995416	0.0.0.0	
1/8/2016 (21:26)	1000045639	0.0.0.0	
1/8/2016 (21:28)	866734022231028	0.0.0.0	
1/8/2016 (21:31)	867562026527177	0.0.0.0	
1/8/2016 (21:32)	358933067420182	0.0.0.0	
1/8/2016 (21:32)	359443068328268	0.0.0.0	
1/8/2016 (21:34)	0	0.0.0.0	
1/8/2016 (21:35)	358114068641262	0.0.0.0	
1/8/2016 (21:36)	354738068487872	0.0.0.0	
1/8/2016 (21:36)	0	0.0.0.0	
1/8/2016 (21:36)	0	0.0.0.0	
1/8/2016 (21:36)	0	0.0.0.0	
1/8/2016 (21:38)	911370257566625	0.0.0.0	
1/8/2016 (21:40)	356396060179076	0.0.0.0	
1/8/2016 (21:41)	359342051608605	0.0.0.0	
1/8/2016 (21:44)	0	0.0.0.0	
1/8/2016 (21:52)	0	0.0.0.0	
1/8/2016 (21:53)	357366060364076	0.0.0.0	
1/8/2016 (21:55)	357700063510758	0.0.0.0	
1/8/2016 (21:56)	358194052120853	0.0.0.0	
1/8/2016 (21:59)	357453062372834	0.0.0.0	
1/8/2016 (21:59)	0	0.0.0.0	
1/8/2016 (22:0)	358916020865973	0.0.0.0	
1/8/2016 (22:0)	359919053180616	0.0.0.0	
1/8/2016 (22:1)	0	0.0.0.0	
1/8/2016 (22:2)	356529063593568	0.0.0.0	
1/8/2016 (22:3)	357392055655021	0.0.0.0	
1/8/2016 (22:7)	359077055668789	0.0.0.0	
1/8/2016 (22:7)	356021011856982	0.0.0.0	
1/8/2016 (22:8)	0	0.0.0.0	
1/8/2016 (22:10)	0	0.0.0.0	
1/8/2016 (22:10)	0	0.0.0.0	
1/8/2016 (22:10)	353022079528193	0.0.0.0	
1/8/2016 (22:11)	358099057055170	0.0.0.0	
1/8/2016 (22:11)	865770023199104	0.0.0.0	
1/8/2016 (22:12)	357392055655021	0.0.0.0	
1/8/2016 (22:12)	357099051204544	0.0.0.0	
1/8/2016 (22:12)	357932069705609	0.0.0.0	
1/8/2016 (22:13)	359222064127068	0.0.0.0	
1/8/2016 (22:16)	358484061210609	0.0.0.0	
1/8/2016 (22:18)	867028025756092	0.0.0.0	
1/8/2016 (22:18)	359701055684443	0.0.0.0	
1/8/2016 (22:19)	0	0.0.0.0	
1/8/2016 (22:21)	0	0.0.0.0	
1/8/2016 (22:21)	0	0.0.0.0	
1/8/2016 (22:22)	353844062291798	0.0.0.0	
1/8/2016 (22:24)	357700060512864	0.0.0.0	
1/8/2016 (22:26)	359658066427834	0.0.0.0	
1/8/2016 (22:27)	869856020867888	0.0.0.0	
1/8/2016 (22:27)	352112078965008	0.0.0.0	
1/8/2016 (22:28)	0	0.0.0.0	
1/8/2016 (22:29)	0	0.0.0.0	
1/8/2016 (22:30)	0	0.0.0.0	
1/8/2016 (22:31)	357700064081536	0.0.0.0	
1/8/2016 (22:32)	0	0.0.0.0	
1/8/2016 (22:32)	359038050070728	0.0.0.0	
1/8/2016 (22:33)	359465079407955	0.0.0.0	
1/8/2016 (22:34)	357700060939893	0.0.0.0	
1/8/2016 (22:35)	355084065426145	0.0.0.0	
1/8/2016 (22:36)	356744060155762	0.0.0.0	
1/8/2016 (22:36)	354516056018952	0.0.0.0	
1/8/2016 (22:37)	353483070103834	0.0.0.0	
1/8/2016 (22:40)	357258064542361	0.0.0.0	
1/8/2016 (22:44)	0	0.0.0.0	
1/8/2016 (22:47)	355215061106485	0.0.0.0	
1/8/2016 (22:47)	354653050157468	0.0.0.0	
1/8/2016 (22:48)	355251057620387	0.0.0.0	
1/8/2016 (22:48)	359864067931598	0.0.0.0	
1/8/2016 (22:49)	0	0.0.0.0	
1/8/2016 (22:51)	355371071171637	0.0.0.0	
1/8/2016 (22:52)	0	0.0.0.0	
1/8/2016 (22:57)	0	0.0.0.0	
1/8/2016 (22:59)	359761072082476	0.0.0.0	
1/8/2016 (23:1)	0	0.0.0.0	
1/8/2016 (23:1)	0	0.0.0.0	
1/8/2016 (23:2)	359888064251288	0.0.0.0	
1/8/2016 (23:8)	868851029840755	0.0.0.0	
1/8/2016 (23:9)	664482494574245	0.0.0.0	
1/8/2016 (23:9)	0	0.0.0.0	
1/8/2016 (23:10)	0	0.0.0.0	
1/8/2016 (23:17)	0	0.0.0.0	
1/8/2016 (23:17)	0	0.0.0.0	
1/8/2016 (23:17)	0	0.0.0.0	
1/8/2016 (23:18)	357533051949997	0.0.0.0	
1/8/2016 (23:19)	353415069429176	0.0.0.0	
1/8/2016 (23:20)	352957079497694	0.0.0.0	
1/8/2016 (23:20)	861074033841878	0.0.0.0	
1/8/2016 (23:21)	356825011359536	0.0.0.0	
1/8/2016 (23:22)	0	0.0.0.0	
1/8/2016 (23:23)	0	0.0.0.0	
1/8/2016 (23:23)	0	0.0.0.0	
1/8/2016 (23:23)	357533051949997	0.0.0.0	
1/8/2016 (23:23)	354028075643794	0.0.0.0	
1/8/2016 (23:23)	352690061151751	0.0.0.0	
1/8/2016 (23:24)	0	0.0.0.0	
1/8/2016 (23:24)	355600068881760	0.0.0.0	
1/8/2016 (23:26)	0	0.0.0.0	
1/8/2016 (23:27)	868694020199197	0.0.0.0	
1/8/2016 (23:29)	355971060934588	0.0.0.0	
1/8/2016 (23:32)	0	0.0.0.0	
1/8/2016 (23:32)	353768070389296	0.0.0.0	
1/8/2016 (23:32)	354137065069546	0.0.0.0	
1/8/2016 (23:34)	357595063957912	0.0.0.0	
1/8/2016 (23:35)	356825013564943	0.0.0.0	
1/8/2016 (23:35)	0	0.0.0.0	
1/8/2016 (23:35)	353798071871703	0.0.0.0	
1/8/2016 (23:37)	0	0.0.0.0	
1/8/2016 (23:39)	358414063387360	0.0.0.0	
1/8/2016 (23:43)	353412064933617	0.0.0.0	
1/8/2016 (23:44)	358771060695057	0.0.0.0	
1/8/2016 (23:44)	0	0.0.0.0	
1/8/2016 (23:45)	0	0.0.0.0	
1/8/2016 (23:48)	0	0.0.0.0	
1/8/2016 (23:49)	0	0.0.0.0	
1/8/2016 (23:50)	0	0.0.0.0	
1/8/2016 (23:53)	0	0.0.0.0	
1/8/2016 (23:55)	354666056093040	0.0.0.0	
1/8/2016 (23:55)	356741058159673	0.0.0.0	
1/8/2016 (23:57)	868334020456343	0.0.0.0	
1/8/2016 (23:57)	343422313143656	0.0.0.0	
1/8/2016 (23:59)	0	0.0.0.0	
1/8/2016 (23:59)	355025063763070	0.0.0.0	
2/8/2016 (0:0)	0	0.0.0.0	
2/8/2016 (0:1)	357671053670706	0.0.0.0	
2/8/2016 (0:3)	356758065593827	0.0.0.0	
2/8/2016 (0:4)	0	0.0.0.0	
2/8/2016 (0:5)	865022029265897	0.0.0.0	
2/8/2016 (0:7)	0	0.0.0.0	
2/8/2016 (0:10)	0	0.0.0.0	
2/8/2016 (0:12)	0	0.0.0.0	
2/8/2016 (0:12)	358467066994608	0.0.0.0	
2/8/2016 (0:12)	352144073669194	0.0.0.0	
2/8/2016 (0:18)	0	0.0.0.0	
2/8/2016 (0:21)	359443068395507	0.0.0.0	
2/8/2016 (0:21)	0	0.0.0.0	
2/8/2016 (0:22)	867079022887497	0.0.0.0	
2/8/2016 (0:24)	354623061563897	0.0.0.0	
2/8/2016 (0:24)	353516079421952	0.0.0.0	
2/8/2016 (0:26)	359785042021116	0.0.0.0	
2/8/2016 (0:26)	0	0.0.0.0	
2/8/2016 (0:31)	0	0.0.0.0	
2/8/2016 (0:33)	10000311243	0.0.0.0	
2/8/2016 (0:33)	359861055181459	0.0.0.0	
2/8/2016 (0:37)	354599060775676	0.0.0.0	
2/8/2016 (0:39)	359372045153681	0.0.0.0	
2/8/2016 (0:39)	355271060354246	0.0.0.0	
2/8/2016 (0:39)	0	0.0.0.0	
2/8/2016 (0:45)	352315052204936	0.0.0.0	
2/8/2016 (0:46)	354340054254059	0.0.0.0	
2/8/2016 (0:46)	865291020978986	0.0.0.0	
2/8/2016 (0:47)	0	0.0.0.0	
2/8/2016 (0:48)	0	0.0.0.0	
2/8/2016 (0:49)	0	0.0.0.0	
2/8/2016 (0:51)	864324028039609	0.0.0.0	
2/8/2016 (0:56)	0	0.0.0.0	
2/8/2016 (1:4)	353230072970656	0.0.0.0	
2/8/2016 (1:4)	356400075721524	0.0.0.0	
2/8/2016 (1:7)	359620041478217	0.0.0.0	
2/8/2016 (1:7)	355245060212208	0.0.0.0	
2/8/2016 (1:10)	352945052268018	0.0.0.0	
2/8/2016 (1:13)	355609060610390	0.0.0.0	
2/8/2016 (1:18)	100003127	0.0.0.0	
2/8/2016 (1:22)	359435056595155	0.0.0.0	
2/8/2016 (1:24)	0	0.0.0.0	
2/8/2016 (1:26)	357211060301696	0.0.0.0	
2/8/2016 (1:27)	0	0.0.0.0	
2/8/2016 (1:28)	356604056323388	0.0.0.0	
2/8/2016 (1:31)	353263068260949	0.0.0.0	
2/8/2016 (1:33)	0	0.0.0.0	
2/8/2016 (1:34)	352149075901248	0.0.0.0	
2/8/2016 (1:35)	0	0.0.0.0	
2/8/2016 (1:38)	0	0.0.0.0	
2/8/2016 (1:38)	868087027988656	0.0.0.0	
2/8/2016 (1:39)	354553073066946	0.0.0.0	
2/8/2016 (1:40)	358945060278029	0.0.0.0	
2/8/2016 (1:45)	356293066222580	0.0.0.0	
2/8/2016 (1:49)	869909021063278	0.0.0.0	
2/8/2016 (1:51)	355831051839552	0.0.0.0	
2/8/2016 (1:51)	100004182	0.0.0.0	
2/8/2016 (1:52)	0	0.0.0.0	
2/8/2016 (1:58)	354028070327666	0.0.0.0	
2/8/2016 (1:58)	357093070158351	0.0.0.0	
2/8/2016 (1:58)	352967060119611	0.0.0.0	
2/8/2016 (1:59)	0	0.0.0.0	
2/8/2016 (1:59)	356446060349920	0.0.0.0	
2/8/2016 (2:0)	355025068386299	0.0.0.0	
2/8/2016 (2:1)	864694023562288	0.0.0.0	
2/8/2016 (2:3)	0	0.0.0.0	
2/8/2016 (2:4)	359656066522943	0.0.0.0	
2/8/2016 (2:6)	867564020092414	0.0.0.0	
2/8/2016 (2:12)	0	0.0.0.0	
2/8/2016 (2:14)	0	0.0.0.0	
2/8/2016 (2:18)	351722073473278	0.0.0.0	
2/8/2016 (2:24)	355259079885565	0.0.0.0	
2/8/2016 (2:25)	357909060745651	0.0.0.0	
2/8/2016 (2:25)	0	0.0.0.0	
2/8/2016 (2:27)	0	0.0.0.0	
2/8/2016 (2:43)	359279071215708	0.0.0.0	
2/8/2016 (2:43)	352910061448407	0.0.0.0	
2/8/2016 (2:43)	0	0.0.0.0	
2/8/2016 (2:44)	356899067442231	0.0.0.0	
2/8/2016 (2:47)	352690061864965	0.0.0.0	
2/8/2016 (2:51)	0	0.0.0.0	
2/8/2016 (2:52)	355762058243011	0.0.0.0	
2/8/2016 (2:56)	0	0.0.0.0	
2/8/2016 (2:59)	0	0.0.0.0	
2/8/2016 (3:2)	357189056002835	0.0.0.0	
2/8/2016 (3:2)	0	0.0.0.0	
2/8/2016 (3:3)	353516071206914	0.0.0.0	
2/8/2016 (3:3)	0	0.0.0.0	
2/8/2016 (3:4)	352746061628782	0.0.0.0	
2/8/2016 (3:4)	0	0.0.0.0	
2/8/2016 (3:6)	0	0.0.0.0	
2/8/2016 (3:7)	352830320173220	0.0.0.0	
2/8/2016 (3:7)	351651062058388	0.0.0.0	
2/8/2016 (3:8)	0	0.0.0.0	
2/8/2016 (3:9)	0	0.0.0.0	
2/8/2016 (3:10)	352354073119054	0.0.0.0	
2/8/2016 (3:11)	0	0.0.0.0	
2/8/2016 (3:12)	0	0.0.0.0	
2/8/2016 (3:14)	352888067770901	0.0.0.0	
2/8/2016 (3:14)	353769070797629	0.0.0.0	
2/8/2016 (3:19)	0	0.0.0.0	
2/8/2016 (3:19)	358301077092393	0.0.0.0	
2/8/2016 (3:20)	353771064835480	0.0.0.0	
2/8/2016 (3:21)	866438025375671	0.0.0.0	
2/8/2016 (3:22)	355922073862407	0.0.0.0	
2/8/2016 (3:26)	353143060722015	0.0.0.0	
2/8/2016 (3:31)	352149073995416	0.0.0.0	
